variable_num,value,translation
W1019,250,Counterfeiting/Forgery
W1019,290,Destruction/Damage/Vandalism of Property
W1019,35A,Drug/Narcotic Violations
W1019,35B,Drug Equipment Violations
W1019,270,Embezzlement
W1019,210,Extortion/Blackmail
W1019,26A,False Pretenses/Swindle/Confidence Game
W1019,26B,Credit Card/Automatic Teller Machine Fraud
W1019,26C,Impersonation
W1019,26D,Welfare Fraud
W1019,26E,Wire Fraud
W1019,39A,Betting/Wagering
W1019,39B,Operating/Promoting/Assisting Gambling
W1019,39C,Gambling Equipment Violations
W1019,39D,Sports Tampering
W1019,09A,Murder/Nonnegligent Manslaughter
W1019,09B,Negligent Manslaughter
W1019,09C,Justifiable Homicide
W1019,64A,Human Trafficking - Commercial Sex Acts
W1019,64B,Human Trafficking - Involuntary Servitude
W1019,100,Kidnaping/Abduction
W1019,23A,Pocket-picking
W1019,23B,Purse-snatching
W1019,23C,Shoplifting
W1019,23D,Theft From Building
W1019,23E,Theft From Coin-Operated Machine or Device
W1019,23F,Theft From Motor Vehicle
W1019,23G,Theft of Motor Vehicle Parts/Accessories
W1019,23H,All Other Larceny
W1019,240,Motor Vehicle Theft
W1019,370,Pornography/Obscene Material
W1019,40A,Prostitution
W1019,40B,Assisting or Promoting Prostitution
W1019,40C,Purchasing Prostitution
W1019,120,Robbery
W1019,11A,Rape
W1019,11B,Sodomy
W1019,11C,Sexual Assault With An Object
W1019,11D,Fondling (Indecent Liberties/Child Molesting)
W1019,36A,Incest
W1019,36B,Statutory Rape
W1019,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1019,520,Weapon Law Violations
W1020,200,Arson
W1020,13A,Aggravated Assault
W1020,13B,Simple Assault
W1020,13C,Intimidation
W1020,510,Bribery
W1020,220,Burglary/Breaking and Entering
W1020,250,Counterfeiting/Forgery
W1020,290,Destruction/Damage/Vandalism of Property
W1020,35A,Drug/Narcotic Violations
W1020,35B,Drug Equipment Violations
W1020,270,Embezzlement
W1020,210,Extortion/Blackmail
W1020,26A,False Pretenses/Swindle/Confidence Game
W1020,26B,Credit Card/Automatic Teller Machine Fraud
W1020,26C,Impersonation
W1020,26D,Welfare Fraud
W1020,26E,Wire Fraud
W1020,39A,Betting/Wagering
W1020,39B,Operating/Promoting/Assisting Gambling
W1020,39C,Gambling Equipment Violations
W1020,39D,Sports Tampering
W1020,09A,Murder/Nonnegligent Manslaughter
W1020,09B,Negligent Manslaughter
W1020,09C,Justifiable Homicide
W1020,64A,Human Trafficking - Commercial Sex Acts
W1020,64B,Human Trafficking - Involuntary Servitude
W1020,100,Kidnaping/Abduction
W1020,23A,Pocket-picking
W1020,23B,Purse-snatching
W1020,23C,Shoplifting
W1020,23D,Theft From Building
W1020,23E,Theft From Coin-Operated Machine or Device
W1020,23F,Theft From Motor Vehicle
W1020,23G,Theft of Motor Vehicle Parts/Accessories
W1020,23H,All Other Larceny
W1020,240,Motor Vehicle Theft
W1020,370,Pornography/Obscene Material
W1020,40A,Prostitution
W1020,40B,Assisting or Promoting Prostitution
W1020,40C,Purchasing Prostitution
W1020,120,Robbery
W1020,11A,Rape
W1020,11B,Sodomy
W1020,11C,Sexual Assault With An Object
W1020,11D,Fondling (Indecent Liberties/Child Molesting)
W1020,36A,Incest
W1020,36B,Statutory Rape
W1020,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1020,520,Weapon Law Violations
W1021,200,Arson
W1021,13A,Aggravated Assault
W1021,13B,Simple Assault
W1021,13C,Intimidation
W1021,510,Bribery
W1021,220,Burglary/Breaking and Entering
W1021,250,Counterfeiting/Forgery
W1021,290,Destruction/Damage/Vandalism of Property
W1021,35A,Drug/Narcotic Violations
W1021,35B,Drug Equipment Violations
W1021,270,Embezzlement
W1021,210,Extortion/Blackmail
W1021,26A,False Pretenses/Swindle/Confidence Game
W1021,26B,Credit Card/Automatic Teller Machine Fraud
W1021,26C,Impersonation
W1021,26D,Welfare Fraud
W1021,26E,Wire Fraud
W1021,39A,Betting/Wagering
W1021,39B,Operating/Promoting/Assisting Gambling
W1021,39C,Gambling Equipment Violations
W1021,39D,Sports Tampering
W1021,09A,Murder/Nonnegligent Manslaughter
W1021,09B,Negligent Manslaughter
W1021,09C,Justifiable Homicide
W1021,64A,Human Trafficking - Commercial Sex Acts
W1021,64B,Human Trafficking - Involuntary Servitude
W1021,100,Kidnaping/Abduction
W1021,23A,Pocket-picking
W1021,23B,Purse-snatching
W1021,23C,Shoplifting
W1021,23D,Theft From Building
W1021,23E,Theft From Coin-Operated Machine or Device
W1021,23F,Theft From Motor Vehicle
W1021,23G,Theft of Motor Vehicle Parts/Accessories
W1021,23H,All Other Larceny
W1021,240,Motor Vehicle Theft
W1021,370,Pornography/Obscene Material
W1021,40A,Prostitution
W1021,40B,Assisting or Promoting Prostitution
W1021,40C,Purchasing Prostitution
W1021,120,Robbery
W1021,11A,Rape
W1021,11B,Sodomy
W1021,11C,Sexual Assault With An Object
W1021,11D,Fondling (Indecent Liberties/Child Molesting)
W1021,36A,Incest
W1021,36B,Statutory Rape
W1021,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1021,520,Weapon Law Violations
W1022,200,Arson
W1022,13A,Aggravated Assault
W1022,13B,Simple Assault
W1022,13C,Intimidation
W1022,510,Bribery
W1022,220,Burglary/Breaking and Entering
W1022,250,Counterfeiting/Forgery
W1022,290,Destruction/Damage/Vandalism of Property
W1022,35A,Drug/Narcotic Violations
W1022,35B,Drug Equipment Violations
W1022,270,Embezzlement
W1022,210,Extortion/Blackmail
W1022,26A,False Pretenses/Swindle/Confidence Game
W1022,26B,Credit Card/Automatic Teller Machine Fraud
W1022,26C,Impersonation
W1022,26D,Welfare Fraud
W1022,26E,Wire Fraud
W1022,39A,Betting/Wagering
W1022,39B,Operating/Promoting/Assisting Gambling
W1022,39C,Gambling Equipment Violations
W1022,39D,Sports Tampering
W1022,09A,Murder/Nonnegligent Manslaughter
W1022,09B,Negligent Manslaughter
W1022,09C,Justifiable Homicide
W1022,64A,Human Trafficking - Commercial Sex Acts
W1022,64B,Human Trafficking - Involuntary Servitude
W1022,100,Kidnaping/Abduction
W1022,23A,Pocket-picking
W1022,23B,Purse-snatching
W1022,23C,Shoplifting
W1022,23D,Theft From Building
W1022,23E,Theft From Coin-Operated Machine or Device
W1022,23F,Theft From Motor Vehicle
W1022,23G,Theft of Motor Vehicle Parts/Accessories
W1022,23H,All Other Larceny
W1022,240,Motor Vehicle Theft
W1022,370,Pornography/Obscene Material
W1022,40A,Prostitution
W1022,40B,Assisting or Promoting Prostitution
W1022,40C,Purchasing Prostitution
W1022,120,Robbery
W1022,11A,Rape
W1022,11B,Sodomy
W1022,11C,Sexual Assault With An Object
W1022,11D,Fondling (Indecent Liberties/Child Molesting)
W1022,36A,Incest
W1022,36B,Statutory Rape
W1022,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1022,520,Weapon Law Violations
W1023,200,Arson
W1023,13A,Aggravated Assault
W1023,13B,Simple Assault
W1023,13C,Intimidation
W1023,510,Bribery
W1023,220,Burglary/Breaking and Entering
W1023,250,Counterfeiting/Forgery
W1023,290,Destruction/Damage/Vandalism of Property
W1023,35A,Drug/Narcotic Violations
W1023,35B,Drug Equipment Violations
W1023,270,Embezzlement
W1023,210,Extortion/Blackmail
W1023,26A,False Pretenses/Swindle/Confidence Game
W1023,26B,Credit Card/Automatic Teller Machine Fraud
W1023,26C,Impersonation
W1023,26D,Welfare Fraud
W1023,26E,Wire Fraud
W1023,39A,Betting/Wagering
W1023,39B,Operating/Promoting/Assisting Gambling
W1023,39C,Gambling Equipment Violations
W1023,39D,Sports Tampering
W1023,09A,Murder/Nonnegligent Manslaughter
W1023,09B,Negligent Manslaughter
W1023,09C,Justifiable Homicide
W1023,64A,Human Trafficking - Commercial Sex Acts
W1023,64B,Human Trafficking - Involuntary Servitude
W1023,100,Kidnaping/Abduction
W1023,23A,Pocket-picking
W1023,23B,Purse-snatching
W1023,23C,Shoplifting
W1023,23D,Theft From Building
W1023,23E,Theft From Coin-Operated Machine or Device
W1023,23F,Theft From Motor Vehicle
W1023,23G,Theft of Motor Vehicle Parts/Accessories
W1023,23H,All Other Larceny
W1023,240,Motor Vehicle Theft
W1023,370,Pornography/Obscene Material
W1023,40A,Prostitution
W1023,40B,Assisting or Promoting Prostitution
W1023,40C,Purchasing Prostitution
W1023,120,Robbery
W1023,11A,Rape
W1023,11B,Sodomy
W1023,11C,Sexual Assault With An Object
W1023,11D,Fondling (Indecent Liberties/Child Molesting)
W1023,36A,Incest
W1023,36B,Statutory Rape
W1023,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1023,520,Weapon Law Violations
W1024,200,Arson
W1024,13A,Aggravated Assault
W1024,13B,Simple Assault
W1024,13C,Intimidation
W1024,510,Bribery
W1024,220,Burglary/Breaking and Entering
W1024,250,Counterfeiting/Forgery
W1024,290,Destruction/Damage/Vandalism of Property
W1024,35A,Drug/Narcotic Violations
W1024,35B,Drug Equipment Violations
W1024,270,Embezzlement
W1024,210,Extortion/Blackmail
W1024,26A,False Pretenses/Swindle/Confidence Game
W1024,26B,Credit Card/Automatic Teller Machine Fraud
W1024,26C,Impersonation
W1024,26D,Welfare Fraud
W1024,26E,Wire Fraud
W1024,39A,Betting/Wagering
W1024,39B,Operating/Promoting/Assisting Gambling
W1024,39C,Gambling Equipment Violations
W1024,39D,Sports Tampering
W1024,09A,Murder/Nonnegligent Manslaughter
W1024,09B,Negligent Manslaughter
W1024,09C,Justifiable Homicide
W1024,64A,Human Trafficking - Commercial Sex Acts
W1024,64B,Human Trafficking - Involuntary Servitude
W1024,100,Kidnaping/Abduction
W1024,23A,Pocket-picking
W1024,23B,Purse-snatching
W1024,23C,Shoplifting
W1024,23D,Theft From Building
W1024,23E,Theft From Coin-Operated Machine or Device
W1024,23F,Theft From Motor Vehicle
W1024,23G,Theft of Motor Vehicle Parts/Accessories
W1024,23H,All Other Larceny
W1024,240,Motor Vehicle Theft
W1024,370,Pornography/Obscene Material
W1024,40A,Prostitution
W1024,40B,Assisting or Promoting Prostitution
W1024,40C,Purchasing Prostitution
W1024,120,Robbery
W1024,11A,Rape
W1024,11B,Sodomy
W1024,11C,Sexual Assault With An Object
W1024,11D,Fondling (Indecent Liberties/Child Molesting)
W1024,36A,Incest
W1024,36B,Statutory Rape
W1024,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W1024,520,Weapon Law Violations
W1026,Y,Yes
W1026,N,No
W3001,03,Property segment
W3002,01,AL-Alabama
W3002,02,AZ-Arizona
W3002,03,AR-Arkansas
W3002,04,CA-California
W3002,05,CO-Colorado
W3002,06,CT-Connecticut
W3002,07,DE-Delaware
W3002,08,DC-District of Columbia
W3002,09,FL-Florida
W3002,10,GA-Georgia
W3002,11,ID-Idaho
W3002,12,IL-Illinois
W3002,13,IN-Indiana
W3002,14,IA-Iowa
W3002,15,KS-Kansas
W3002,16,KY-Kentucky
W3002,17,LA-Louisiana
W3002,18,ME-Maine
W3002,19,MD-Maryland
W3002,20,MA-Massachusetts
W3002,21,MI-Michigan
W3002,22,MN-Minnesota
W3002,23,MS-Mississippi
W3002,24,MO-Missouri
W3002,25,MT-Montana
W3002,26,NB-Nebraska
W3002,27,NV-Nevada
W3002,28,NH-New Hampshire
W3002,29,NJ-New Jersey
W3002,30,NM-New Mexico
W3002,31,NY-New York
W3002,32,NC-North Carolina
W3002,33,ND-North Dakota
W3002,34,OH-Ohio
W3002,35,OK-Oklahoma
W3002,36,OR-Oregon
W3002,37,PA-Pennsylvania
W3002,38,RI-Rhode Island
W3002,39,SC-South Carolina
W3002,40,SD-South Dakota
W3002,41,TN-Tennessee
W3002,42,TX-Texas
W3002,43,UT-Utah
W3002,44,VT-Vermont
W3002,45,VA-Virginia
W3002,46,WA-Washington
W3002,47,WV-West Virginia
W3002,48,WI-Wisconsin
W3002,49,WY-Wyoming
W3002,50,AK-Alaska
W3002,51,HI-Hawaii
W3002,52,CZ-Canal Zone
W3002,53,PR-Puerto Rico
W3002,54,AS-American Samoa
W3002,55,GM-Guam
W3002,62,VI-Virgin Islands
W3006,1,None
W3006,2,Burned
W3006,3,Counterfeited/Forged
W3006,4,Destroyed/Damaged/Vandalized
W3006,5,Recovered
W3006,6,Seized
W3006,7,"Stolen/Etc. (includes bribed, defrauded, embezzled, extorted, ransomed, robbed, etc.)"
W3006,8,Unknown
W3007,01,Aircraft
W3007,02,Alcohol
W3007,03,Automobiles
W3007,04,Bicycles
W3007,05,Buses
W3007,06,Clothes/Furs
W3007,07,Computer Hardware/Software
W3007,08,Consumable Goods
W3007,09,Credit/Debit Cards
W3007,10,Drugs/Narcotics
W3007,11,Drug/Narcotic Equip.
W3007,12,Farm Equipment
W3007,13,Firearms
W3007,14,Gambling Equipment
W3007,15,Heavy Construction/Industrial Equipment
W3007,16,Household Goods
W3007,17,Jewelry/Precious Metals
W3007,18,Livestock
W3007,19,Merchandise
W3007,20,Money
W3007,21,Negotiable Instruments
W3007,22,Nonnegotiable Instruments
W3007,23,Office-Type Equipment
W3007,24,Other Motor Vehicles
W3007,25,Purses/Handbags/Wallets
W3007,26,Radios/TVs/VCRs
W3007,27,Recordings-Audio/Visual
W3007,28,Recreational Vehicles
W3007,29,Structures-Single Occupancy Dwellings
W3007,30,Structures-Other Dwellings
W3007,31,Structures - Commercial/Business
W3007,32,Structures - Industrial/Manufacturing
W3007,33,Structures Public/Community
W3007,34,Structures-Storage
W3007,35,Structures-Other
W3007,36,Tools-Power/Hand
W3007,37,Trucks
W3007,38,Vehicle Parts/Accessories
W3007,39,Watercraft
W3007,41,Aircraft parts/accessories
W3007,42,Artistic supplies/accessories
W3007,43,Building materials
W3007,44,Camping/hunting/fishing equipment/supplies
W3007,45,Chemicals
W3007,46,Collections/collectibles
W3007,47,Crops
W3007,48,Documents/personal or business
W3007,49,Explosives
W3007,59,Firearm accessories
W3007,64,Fuel
W3007,65,Identity documents
W3007,66,Identity--intangible
W3007,67,Law enforcement equipment
W3007,68,Lawn/yard/garden equipment
W3007,69,Logging equipment
W3007,70,Medical/medical lab equipment
W3007,71,"Metals, non-precious"
W3007,72,Musical instruments
W3007,73,Pets
W3007,74,Photographic/optical equipment
W3007,75,Portable electronic communications
W3007,76,Recreational/sports equipment
W3007,77,Other
W3007,78,Trailers
W3007,79,Watercraft equipment/parts/accessories
W3007,80,Weapons - other
W3007,88,Pending Inventory (of Property)
W3007,99,Special Category
W3012,A,Crack Cocaine
W3012,B,Cocaine (all forms except Crack)
W3012,C,Hashish
W3012,D,Heroin
W3012,E,Marijuana
W3012,F,Morphine
W3012,G,Opium
W3012,H,Other Narcotics: Codeine; Demerol; Dihydromorphinone or Dilaudid; Hydrocodone or Percodan; Methadone; etc.
W3012,I,LSD
W3012,J,PCP
W3012,K,"Other Hallucinogens: BMDA (""White Acid""); DMT; MDA; MDMA; Mescaline or Peyote; Psilocybin; STP; etc."
W3012,L,Amphetamines/Methamphetamines
W3012,M,"Other Stimulants: Adipex, Fastine, and Ionamin (Derivatives of Phentermine); Benzedrine; Didrex; Methylphenidate or
Ritalin; Phenmetrazine or Preludin; Tenuate; etc."
W3012,N,Barbiturates
W3012,O,Other Depressants: Glutethimide or Doriden; Methaqualone or Quaalude; Pentazocine or Talwin; etc.
W3012,P,"Other Drugs: Antidepressants (Elavil, Triavil, Tofranil, etc.); Aromatic Hydrocarbons; Propoxyphene or Darvon; Tranquilizers
(Chlordiazepoxide or Librium, Diazepam or Valium, etc.)"
W3012,U,Unknown Type Drug
W3012,X,Over 3 Drug Types
W3015,GM,Gram
W3015,KG,Kilogram
W3015,OZ,Ounce
W3015,LB,Pound
W3015,ML,Milliliter
W3015,LT,Liter
W3015,FO,Fluid Ounce
W3015,GL,Gallon
W3015,DU,"Dosage Unit/Items, (Pills, etc.)"
W3015,NP,Number of Plants
W3015,XX,Not Reported
W3016,A,"Crack"" Cocaine"
W3016,B,"Cocaine (all forms except ""Crack"")"
W3016,C,Hashish
W3016,D,Heroin
W3016,E,Marijuana
W3016,F,Morphine
W3016,G,Opium
W3016,H,Other Narcotics: Codeine; Demerol; Dihydromorphinone or Dilaudid; Hydrocodone or Percodan; Methadone; etc. etc.
W3016,I,LSD
W3016,J,PCP
W3016,K,"Other Hallucinogens: BMDA (""White Acid""); DMT; MDA; MDMA; Mescaline or Peyote; Psilocybin; STP; etc."
W3016,L,Amphetamines/Methamphetamines
W3016,M,"Other Stimulants: Adipex, Fastine, and Ionamin (Derivatives of Phentermine); Benzedrine; Didrex; Methylphenidate or
Ritalin; Phenmetrazine or Preludin; Tenuate; etc."
W3016,N,Barbiturates
W3016,O,Other Depressants: Glutethimide or Doriden; Methaqualone or Quaalude; Pentazocine or Talwin; etc.
W3016,P,"Other Drugs: Antidepressants (Elavil, Triavil, Tofranil, etc.); Aromatic Hydrocarbons; Propoxyphene or Darvon; Tranquilizers
(Chlordiazepoxide or Librium, Diazepam or Valium, etc.); etc."
W3016,U,Unknown Type Drug
W3016,X,Over 3 Drug Types
W3019,GM,Gram
W3019,KG,Kilogram
W3019,OZ,Ounce
W3019,LB,Pound
W3019,ML,Milliliter
W3019,LT,Liter
W3019,FO,Fluid Ounce
W3019,GL,Gallon
W3019,DU,"Dosage Unit/Items, (Pills, etc.)"
W3019,NP,Number of Plants
W3019,XX,Not Reported
W3020,A,"Crack"" Cocaine"
W3020,B,"Cocaine (all forms except ""Crack"")"
W3020,C,Hashish
W3020,D,Heroin
W3020,E,Marijuana
W3020,F,Morphine
W3020,G,Opium
W3020,H,Other Narcotics: Codeine; Demerol; Dihydromorphinone or Dilaudid; Hydrocodone or Percodan; Methadone; etc. etc.
W3020,I,LSD
W3020,J,PCP
W3020,K,"Other Hallucinogens: BMDA (""White Acid""); DMT; MDA; MDMA; Mescaline or Peyote; Psilocybin; STP; etc."
W3020,L,Amphetamines/Methamphetamines
W3020,M,"Other Stimulants: Adipex, Fastine, and Ionamin (Derivatives of Phentermine); Benzedrine; Didrex; Methylphenidate or
Ritalin; Phenmetrazine or Preludin; Tenuate; etc."
W3020,N,Barbiturates
W3020,O,Other Depressants: Glutethimide or Doriden; Methaqualone or Quaalude; Pentazocine or Talwin; etc.
W3020,P,"Other Drugs: Antidepressants (Elavil, Triavil, Tofranil, etc.); Aromatic Hydrocarbons; Propoxyphene or Darvon; Tranquilizers
(Chlordiazepoxide or Librium, Diazepam or Valium, etc.); etc."
W3020,U,Unknown Type Drug
W3020,X,Over 3 Drug Types
W3023,GM,Gram
W3023,KG,Kilogram
W3023,OZ,Ounce
W3023,LB,Pound
W3023,ML,Milliliter
W3023,LT,Liter
W3023,FO,Fluid Ounce
W3023,GL,Gallon
W3023,DU,"Dosage Unit/Items, (Pills, etc.)"
W3023,NP,Number of Plants
W3023,XX,Not Reported
W3024,200,Arson
W3024,13A,Aggravated Assault
W3024,13B,Simple Assault
W3024,13C,Intimidation
W3024,510,Bribery
W3024,220,Burglary/Breaking and Entering
W3024,250,Counterfeiting/Forgery
W3024,290,Destruction/Damage/Vandalism of Property
W3024,35A,Drug/Narcotic Violations
W3024,35B,Drug Equipment Violations
W3024,270,Embezzlement
W3024,210,Extortion/Blackmail
W3024,26A,False Pretenses/Swindle/Confidence Game
W3024,26B,Credit Card/Automatic Teller Machine Fraud
W3024,26C,Impersonation
W3024,26D,Welfare Fraud
W3024,26E,Wire Fraud
W3024,39A,Betting/Wagering
W3024,39B,Operating/Promoting/Assisting Gambling
W3024,39C,Gambling Equipment Violations
W3024,39D,Sports Tampering
W3024,09A,Murder/Nonnegligent Manslaughter
W3024,09B,Negligent Manslaughter
W3024,09C,Justifiable Homicide
W3024,64A,Human Trafficking - Commercial Sex Acts
W3024,64B,Human Trafficking - Involuntary Servitude
W3024,100,Kidnaping/Abduction
W3024,23A,Pocket-picking
W3024,23B,Purse-snatching
W3024,23C,Shoplifting
W3024,23D,Theft From Building
W3024,23E,Theft From Coin-Operated Machine or Device
W3024,23F,Theft From Motor Vehicle
W3024,23G,Theft of Motor Vehicle Parts/Accessories
W3024,23H,All Other Larceny
W3024,240,Motor Vehicle Theft
W3024,370,Pornography/Obscene Material
W3024,40A,Prostitution
W3024,40B,Assisting or Promoting Prostitution
W3024,40C,Purchasing Prostitution
W3024,120,Robbery
W3024,11A,Rape
W3024,11B,Sodomy
W3024,11C,Sexual Assault With An Object
W3024,11D,Fondling (Indecent Liberties/Child Molesting)
W3024,36A,Incest
W3024,36B,Statutory Rape
W3024,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3024,520,Weapon Law Violations
W3025,200,Arson
W3025,13A,Aggravated Assault
W3025,13B,Simple Assault
W3025,13C,Intimidation
W3025,510,Bribery
W3025,220,Burglary/Breaking and Entering
W3025,250,Counterfeiting/Forgery
W3025,290,Destruction/Damage/Vandalism of Property
W3025,35A,Drug/Narcotic Violations
W3025,35B,Drug Equipment Violations
W3025,270,Embezzlement
W3025,210,Extortion/Blackmail
W3025,26A,False Pretenses/Swindle/Confidence Game
W3025,26B,Credit Card/Automatic Teller Machine Fraud
W3025,26C,Impersonation
W3025,26D,Welfare Fraud
W3025,26E,Wire Fraud
W3025,39A,Betting/Wagering
W3025,39B,Operating/Promoting/Assisting Gambling
W3025,39C,Gambling Equipment Violations
W3025,39D,Sports Tampering
W3025,09A,Murder/Nonnegligent Manslaughter
W3025,09B,Negligent Manslaughter
W3025,09C,Justifiable Homicide
W3025,64A,Human Trafficking - Commercial Sex Acts
W3025,64B,Human Trafficking - Involuntary Servitude
W3025,100,Kidnaping/Abduction
W3025,23A,Pocket-picking
W3025,23B,Purse-snatching
W3025,23C,Shoplifting
W3025,23D,Theft From Building
W3025,23E,Theft From Coin-Operated Machine or Device
W3025,23F,Theft From Motor Vehicle
W3025,23G,Theft of Motor Vehicle Parts/Accessories
W3025,23H,All Other Larceny
W3025,240,Motor Vehicle Theft
W3025,370,Pornography/Obscene Material
W3025,40A,Prostitution
W3025,40B,Assisting or Promoting Prostitution
W3025,40C,Purchasing Prostitution
W3025,120,Robbery
W3025,11A,Rape
W3025,11B,Sodomy
W3025,11C,Sexual Assault With An Object
W3025,11D,Fondling (Indecent Liberties/Child Molesting)
W3025,36A,Incest
W3025,36B,Statutory Rape
W3025,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3025,520,Weapon Law Violations
W3026,200,Arson
W3026,13A,Aggravated Assault
W3026,13B,Simple Assault
W3026,13C,Intimidation
W3026,510,Bribery
W3026,220,Burglary/Breaking and Entering
W3026,250,Counterfeiting/Forgery
W3026,290,Destruction/Damage/Vandalism of Property
W3026,35A,Drug/Narcotic Violations
W3026,35B,Drug Equipment Violations
W3026,270,Embezzlement
W3026,210,Extortion/Blackmail
W3026,26A,False Pretenses/Swindle/Confidence Game
W3026,26B,Credit Card/Automatic Teller Machine Fraud
W3026,26C,Impersonation
W3026,26D,Welfare Fraud
W3026,26E,Wire Fraud
W3026,39A,Betting/Wagering
W3026,39B,Operating/Promoting/Assisting Gambling
W3026,39C,Gambling Equipment Violations
W3026,39D,Sports Tampering
W3026,09A,Murder/Nonnegligent Manslaughter
W3026,09B,Negligent Manslaughter
W3026,09C,Justifiable Homicide
W3026,64A,Human Trafficking - Commercial Sex Acts
W3026,64B,Human Trafficking - Involuntary Servitude
W3026,100,Kidnaping/Abduction
W3026,23A,Pocket-picking
W3026,23B,Purse-snatching
W3026,23C,Shoplifting
W3026,23D,Theft From Building
W3026,23E,Theft From Coin-Operated Machine or Device
W3026,23F,Theft From Motor Vehicle
W3026,23G,Theft of Motor Vehicle Parts/Accessories
W3026,23H,All Other Larceny
W3026,240,Motor Vehicle Theft
W3026,370,Pornography/Obscene Material
W3026,40A,Prostitution
W3026,40B,Assisting or Promoting Prostitution
W3026,40C,Purchasing Prostitution
W3026,120,Robbery
W3026,11A,Rape
W3026,11B,Sodomy
W3026,11C,Sexual Assault With An Object
W3026,11D,Fondling (Indecent Liberties/Child Molesting)
W3026,36A,Incest
W3026,36B,Statutory Rape
W3026,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3026,520,Weapon Law Violations
W3027,200,Arson
W3027,13A,Aggravated Assault
W3027,13B,Simple Assault
W3027,13C,Intimidation
W3027,510,Bribery
W3027,220,Burglary/Breaking and Entering
W3027,250,Counterfeiting/Forgery
W3027,290,Destruction/Damage/Vandalism of Property
W3027,35A,Drug/Narcotic Violations
W3027,35B,Drug Equipment Violations
W3027,270,Embezzlement
W3027,210,Extortion/Blackmail
W3027,26A,False Pretenses/Swindle/Confidence Game
W3027,26B,Credit Card/Automatic Teller Machine Fraud
W3027,26C,Impersonation
W3027,26D,Welfare Fraud
W3027,26E,Wire Fraud
W3027,39A,Betting/Wagering
W3027,39B,Operating/Promoting/Assisting Gambling
W3027,39C,Gambling Equipment Violations
W3027,39D,Sports Tampering
W3027,09A,Murder/Nonnegligent Manslaughter
W3027,09B,Negligent Manslaughter
W3027,09C,Justifiable Homicide
W3027,64A,Human Trafficking - Commercial Sex Acts
W3027,64B,Human Trafficking - Involuntary Servitude
W3027,100,Kidnaping/Abduction
W3027,23A,Pocket-picking
W3027,23B,Purse-snatching
W3027,23C,Shoplifting
W3027,23D,Theft From Building
W3027,23E,Theft From Coin-Operated Machine or Device
W3027,23F,Theft From Motor Vehicle
W3027,23G,Theft of Motor Vehicle Parts/Accessories
W3027,23H,All Other Larceny
W3027,240,Motor Vehicle Theft
W3027,370,Pornography/Obscene Material
W3027,40A,Prostitution
W3027,40B,Assisting or Promoting Prostitution
W3027,40C,Purchasing Prostitution
W3027,120,Robbery
W3027,11A,Rape
W3027,11B,Sodomy
W3027,11C,Sexual Assault With An Object
W3027,11D,Fondling (Indecent Liberties/Child Molesting)
W3027,36A,Incest
W3027,36B,Statutory Rape
W3027,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3027,520,Weapon Law Violations
W3028,200,Arson
W3028,13A,Aggravated Assault
W3028,13B,Simple Assault
W3028,13C,Intimidation
W3028,510,Bribery
W3028,220,Burglary/Breaking and Entering
W3028,250,Counterfeiting/Forgery
W3028,290,Destruction/Damage/Vandalism of Property
W3028,35A,Drug/Narcotic Violations
W3028,35B,Drug Equipment Violations
W3028,270,Embezzlement
W3028,210,Extortion/Blackmail
W3028,26A,False Pretenses/Swindle/Confidence Game
W3028,26B,Credit Card/Automatic Teller Machine Fraud
W3028,26C,Impersonation
W3028,26D,Welfare Fraud
W3028,26E,Wire Fraud
W3028,39A,Betting/Wagering
W3028,39B,Operating/Promoting/Assisting Gambling
W3028,39C,Gambling Equipment Violations
W3028,39D,Sports Tampering
W3028,09A,Murder/Nonnegligent Manslaughter
W3028,09B,Negligent Manslaughter
W3028,09C,Justifiable Homicide
W3028,64A,Human Trafficking - Commercial Sex Acts
W3028,64B,Human Trafficking - Involuntary Servitude
W3028,100,Kidnaping/Abduction
W3028,23A,Pocket-picking
W3028,23B,Purse-snatching
W3028,23C,Shoplifting
W3028,23D,Theft From Building
W3028,23E,Theft From Coin-Operated Machine or Device
W3028,23F,Theft From Motor Vehicle
W3028,23G,Theft of Motor Vehicle Parts/Accessories
W3028,23H,All Other Larceny
W3028,240,Motor Vehicle Theft
W3028,370,Pornography/Obscene Material
W3028,40A,Prostitution
W3028,40B,Assisting or Promoting Prostitution
W3028,40C,Purchasing Prostitution
W3028,120,Robbery
W3028,11A,Rape
W3028,11B,Sodomy
W3028,11C,Sexual Assault With An Object
W3028,11D,Fondling (Indecent Liberties/Child Molesting)
W3028,36A,Incest
W3028,36B,Statutory Rape
W3028,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3028,520,Weapon Law Violations
W3029,200,Arson
W3029,13A,Aggravated Assault
W3029,13B,Simple Assault
W3029,13C,Intimidation
